Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Klasa
3.1971693565647463,9.189185328741205,10.990790310868205,13.642281711251012,-26.160032266646027,-18.2406558718671,-26.068258523624948,1
3.1489041515675127,7.69810762367808,10.070506488782215,11.742742528732709,22.932432178594496,15.88993545056315,-22.718170874914886,1
3.17158291765085,8.141772851581061,10.329449494501471,12.348498989356315,24.008410293061445,16.76014860143566,-23.743692798167135,1
3.1980753661272634,8.483897579067866,11.887423517518636,13.971951988510469,-27.13608200328595,18.424152902799417,26.991774219590877,1
3.197872904739124,8.911372166896124,11.030593008468859,13.725758706430478,26.104216638427655,18.206610446157658,-27.547270793635537,1
3.152912244241085,7.694576992628149,10.135325888629186,11.95619102372715,23.031789338161857,15.848010767559588,-23.447677360703967,1
3.190422210661262,8.556603624354446,12.061519903117029,12.843713372131491,25.61646435041919,-17.15913488265841,-25.352787353953396,1
3.1920573624369832,7.963165781093664,11.97285796586053,14.502024361587896,28.7119069826229,19.829984548465077,-27.741944935905586,1
3.194208448780984,8.506338627279316,11.768132027594548,13.331166897647307,26.347690155118418,-17.804628707620015,-25.90770823689276,1
3.194050847156982,8.155851713946227,11.6813167182656,13.6665676262603,-26.34131479018856,-17.948715619103012,-27.556393635927403,1
3.1980473595647956,8.499071172662584,11.26870090830369,13.862335001050527,-26.620035397151973,-18.1363620193957,-26.543423183079852,1
3.1998016559679714,9.343943762514938,11.32393488627521,14.772921267704467,27.829260358694487,-19.6389140226941,-28.54455392432527,1
3.196672358993946,8.913620548089739,11.075035410279357,14.496980869398902,-28.018876135091197,20.401371701585468,27.290443417026218,1
3.1931298998866073,8.074460883412383,10.911515612075997,13.290982990403982,-26.373690132593666,-17.54239764575062,25.394610306031982,1
3.1679094616348573,8.013269117143416,10.23567025586249,12.232461206856218,-23.470346317086246,-16.243552155236298,24.345814615770937,1
3.1989857524891616,9.371390138866198,11.105518097749782,14.061003816793702,-26.649962843609874,-18.804673352371672,27.437620863933983,1
3.158973607484765,7.8031471517924675,10.363366107558612,11.870096673816,23.038626038216005,15.784944421842809,-23.323433242205116,1
3.174433253844086,8.086848274390883,10.314787264196282,12.380912465186599,-23.798863175391237,-16.53468700699257,-24.0083861666578,1
3.1993433461970997,9.006161950165517,11.254925362287942,14.694857542460614,27.700752357194386,19.201616274430492,-28.107739028334898,1
3.162804842358295,7.67056479341426,10.245198968231712,11.91393141549529,23.092393533417546,15.79248724764358,-23.211857342694746,1
3.192429922038814,7.873833979246196,11.433003376860253,13.317543792666946,-25.74051751346002,-17.3737218516753,-26.045348380021707,1
3.1612255905612514,7.3640771349554,11.057075994218463,13.343926527069183,25.799479228948414,-17.027280301005256,25.624675045583476,1
3.188410222915031,7.649488761378344,11.723922413250271,13.428782545032986,-26.51034364539343,-19.158853700810504,-26.027442671200017,1
3.1899294113703838,7.866608665646728,11.080380985480502,12.873895371743181,24.957321309176365,17.42708035052027,-25.057149565477815,1
3.144797221452816,8.185626492726952,11.257911501773004,12.173560869268657,-23.932510711629327,16.277531511201246,-24.26111232529381,1
