Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Klasa
3.198332247879056,8.698482109511234,11.150302827794123,13.691014393802364,26.129382683415542,18.08487828875796,-26.664739482239035,1
3.1643214823830452,7.968027428214604,10.353616020289719,12.16146067692693,-23.94915234000245,-17.110829900524184,-23.43877193448521,1
3.179207236884213,8.353074736215234,10.47981634944866,12.469201966511896,-24.00761265344944,-16.656902485106418,24.24050045431585,1
3.198079358127441,8.376721387059108,11.749621581158314,15.32238186890565,-28.892443183173143,19.666460277728522,-29.27744829509726,1
3.198017083899163,9.023776981150016,11.051983417992325,13.836500059294634,-26.43054125412666,-18.391711208385583,-26.431974703057364,1
3.170997989217321,7.873483309732047,10.38036514627891,12.240337495462342,24.110369881135945,17.004974622084863,-23.567845605647243,1
3.1805785477977904,8.228276446678981,10.55775705531854,12.31112359487515,-24.234684356237743,-16.88633736866006,-23.769685852516645,1
3.1930687115119882,7.804719792461033,11.875030364893652,13.911574221512083,28.20799411492919,18.162028083041335,26.805216029417267,1
3.197916895785599,9.018540396432082,11.4255559887762,14.173276601097298,26.97347258934865,-18.686643573299886,-28.195497878647764,1
3.1653892146955656,7.458097588261087,10.44528431883749,11.96222364169731,23.181339676102773,15.691510291351914,23.748765880319745,1
3.1678510314604647,7.602621810677728,10.599873845044677,12.150944742513982,23.602866830603684,15.954268636169594,23.78999840204462,1
3.1945828818375808,7.942313363091393,12.074976518108961,14.45195676199583,-27.856408858101958,-19.177048354235882,-27.875905419346914,1
3.197655816706017,8.363593033025646,11.335036799155567,13.755454871923181,-26.539008105007053,-18.06636639177213,-26.388873062724766,1
3.1957336347857277,8.218653865364466,12.134299609155029,13.775538804553499,27.078618859810092,-18.352286449217868,-26.779245321871887,1
3.1963062289360207,8.255804763771208,11.619388276069857,13.76136115714888,-26.49494662220506,-18.010311269733123,-26.823564353338597,1
3.199356791009232,8.525806307715992,11.439116051996418,13.861361952935136,-26.81515431116632,-18.187870578580934,-26.57323567802951,1
3.1992821939331977,8.876336533742418,11.169627960980394,15.708856798178097,29.292850573335915,-20.156123319832606,29.30453493839325,1
3.1664081160843223,7.884326899796017,10.368436293518378,12.196992001300638,24.54156814661401,17.006610814321206,-23.481345487166756,1
3.1932801342879173,8.082475435534729,10.93353927363848,13.285039736573944,25.803691835516254,-17.970789557509125,25.43008037971837,1
3.172741040388008,7.895540792222535,10.571543881917536,12.12122368344221,23.87477144805167,16.11872175432413,-23.503754446197302,1
3.1780284805963506,8.071801588081957,10.484460496096379,12.353444040514427,-23.83899505892459,-16.46524249986685,24.06148939593907,1
3.1995613410112793,9.249678964711858,11.208873518685953,13.652986410908719,-27.27130749698759,-19.07138636311803,26.084834475414137,1
3.1791915510730346,8.191080071036437,10.509580579696838,12.482240008117103,-23.979651607985875,-16.581211137833577,25.059043075726866,1
3.199504245078355,9.279397389689837,11.44663450795633,14.351396787381274,-27.84979456484382,-18.997218041336215,27.264606500609634,1
3.089153329016294,7.885800465239357,10.664444375160175,12.487403446494568,-24.223696859066536,16.654646327861894,-24.20441571799294,2
3.0362606350220953,8.582244625666117,9.831814548515716,10.858802304746831,-21.497520795394408,-16.396834492870678,-21.269180678485526,2
